Plot,Elevation,Year,Taxon,Shade Tolerance,Fire Tolerance,Biogeographical Association,Layer,Class,OG_Cover,Med_Cover,Mono_Cover
B02,1917,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
B56,1920,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
B69,1925,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A36,1926,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A47,1950,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A17,2024,2024,Goodyera oblongifolia,I,L,N,herb,1,0.2,0.2,1
B82,2034,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A57,2053,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A65,2107,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A66,2148,2024,Goodyera oblongifolia,I,L,N,herb,2,0.2,0.5,3
A88,1783,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A88,1783,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A35,1829,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A02,1829,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
A92,1844,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B25,1890,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B76,1905,1969,Holodiscus discolor,I,M,N,shrub,1,NA,0.2,1
A91,1905,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
B56,1920,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B57,1951,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B58,1951,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
A38,1966,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A17,1981,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
A21,1981,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B59,1981,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
A93,1996,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B85,2042,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
A62,2146,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A80,2155,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B19,2164,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
B35,2164,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A79,2164,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B33,2164,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B66,2195,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
A98,2210,1969,Holodiscus discolor,I,M,N,shrub,1,NA,0.2,1
A61,2225,1969,Holodiscus discolor,I,M,N,shrub,1,NA,0.2,1
A96,2225,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
A19,2225,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B10,2225,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B34,2240,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
B81,2256,1969,Holodiscus discolor,I,M,N,shrub,1,NA,0.2,1
B17,2256,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
A40,2256,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
A41,2256,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
A97,2256,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
B60,2316,1969,Holodiscus discolor,I,M,N,shrub,2,NA,0.5,3
B04,2316,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B16,2316,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
A74,2353,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B12,2362,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B05,2377,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B06,2377,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
B61,2408,1969,Holodiscus discolor,I,M,N,shrub,4,NA,17.5,17.5
B14,2469,1969,Holodiscus discolor,I,M,N,shrub,3,NA,5.5,7
A01,1760,2024,Holodiscus discolor,I,M,N,shrub,2,1,0.5,3
A88,1790,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A92,1830,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A02,1838,2024,Holodiscus discolor,I,M,N,shrub,3,3,5.5,7
A91,1882,2024,Holodiscus discolor,I,M,N,shrub,2,1,0.5,3
B43,1885,2024,Holodiscus discolor,I,M,N,shrub,2,1,0.5,3
B86,1981,2024,Holodiscus discolor,I,M,N,shrub,3,2,5.5,7
A21,2000,2024,Holodiscus discolor,I,M,N,shrub,1,0.2,0.2,1
A81,2004,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A17,2024,2024,Holodiscus discolor,I,M,N,shrub,1,0.2,0.2,1
B82,2034,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A38,2048,2024,Holodiscus discolor,I,M,N,shrub,3,7,5.5,7
B58,2075,2024,Holodiscus discolor,I,M,N,shrub,3,4,5.5,7
B59,2107,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A79,2127,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B20,2127,2024,Holodiscus discolor,I,M,N,shrub,3,2,5.5,7
A80,2140,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B19,2140,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B35,2178,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B66,2181,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B81,2190,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B34,2212,2024,Holodiscus discolor,I,M,N,shrub,1,0.2,0.2,1
B10,2225,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B04,2243,2024,Holodiscus discolor,I,M,N,shrub,3,7,5.5,7
A61,2248,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B31,2251,2024,Holodiscus discolor,I,M,N,shrub,2,1,0.5,3
A19,2263,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A41,2270,2024,Holodiscus discolor,I,M,N,shrub,3,2,5.5,7
A75,2278,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A96,2280,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A40,2285,2024,Holodiscus discolor,I,M,N,shrub,3,2,5.5,7
A97,2294,2024,Holodiscus discolor,I,M,N,shrub,3,7,5.5,7
B11,2310,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B16,2322,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B06,2333,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A74,2345,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B05,2347,2024,Holodiscus discolor,I,M,N,shrub,3,2,5.5,7
B61,2380,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
B12,2414,2024,Holodiscus discolor,I,M,N,shrub,2,1,0.5,3
B14,2477,2024,Holodiscus discolor,I,M,N,shrub,2,0.2,0.5,3
A14,1585,1969,Leucothoe davisiae,H,NA,N,shrub,4,NA,17.5,17.5
B71,1692,1969,Leucothoe davisiae,H,NA,N,shrub,4,NA,17.5,17.5
A01,1798,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
B70,1814,1969,Leucothoe davisiae,H,NA,N,shrub,5,NA,37.5,37.5
A89,1829,1969,Leucothoe davisiae,H,NA,N,shrub,1,NA,0.2,1
B26,1829,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
B42,1890,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
B76,1905,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
A87,1908,1969,Leucothoe davisiae,H,NA,N,shrub,6,NA,62.5,62.5
B53,1920,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
B69,1920,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
B56,1920,1969,Leucothoe davisiae,H,NA,N,shrub,5,NA,37.5,37.5
B63,1920,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
A86,1932,1969,Leucothoe davisiae,H,NA,N,shrub,2,NA,0.5,3
B02,1951,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
A85,1951,1969,Leucothoe davisiae,H,NA,N,shrub,5,NA,37.5,37.5
A63,1966,1969,Leucothoe davisiae,H,NA,N,shrub,2,NA,0.5,3
A84,1990,1969,Leucothoe davisiae,H,NA,N,shrub,4,NA,17.5,17.5
A82,1999,1969,Leucothoe davisiae,H,NA,N,shrub,4,NA,17.5,17.5
B49,2012,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
A70,2018,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
B68,2042,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
A55,2042,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
A81,2045,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
A64,2073,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
B82,2073,1969,Leucothoe davisiae,H,NA,N,shrub,7,NA,87.5,87.5
A94,2103,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
B48,2103,1969,Leucothoe davisiae,H,NA,N,shrub,6,NA,62.5,62.5
A66,2140,1969,Leucothoe davisiae,H,NA,N,shrub,3,NA,5.5,7
A62,2146,1969,Leucothoe davisiae,H,NA,N,shrub,5,NA,37.5,37.5
B32,2149,1969,Leucothoe davisiae,H,NA,N,shrub,4,NA,17.5,17.5
A05,1383,2024,Leucothoe davisiae,H,NA,N,shrub,2,0.2,0.5,3
B71,1690,2024,Leucothoe davisiae,H,NA,N,shrub,2,1,0.5,3
A88,1790,2024,Leucothoe davisiae,H,NA,N,shrub,2,3,0.5,3
B26,1822,2024,Leucothoe davisiae,H,NA,N,shrub,5,35,37.5,37.5
B70,1826,2024,Leucothoe davisiae,H,NA,N,shrub,5,25,37.5,37.5
B76,1889,2024,Leucothoe davisiae,H,NA,N,shrub,3,5,5.5,7
A87,1892,2024,Leucothoe davisiae,H,NA,N,shrub,5,39,37.5,37.5
B63,1909,2024,Leucothoe davisiae,H,NA,N,shrub,6,50,62.5,62.5
B02,1917,2024,Leucothoe davisiae,H,NA,N,shrub,3,8,5.5,7
B56,1920,2024,Leucothoe davisiae,H,NA,N,shrub,4,19,17.5,17.5
A85,1940,2024,Leucothoe davisiae,H,NA,N,shrub,4,11,17.5,17.5
B54,1953,2024,Leucothoe davisiae,H,NA,N,shrub,6,54,62.5,62.5
B53,1960,2024,Leucothoe davisiae,H,NA,N,shrub,2,0.2,0.5,3
B84,1963,2024,Leucothoe davisiae,H,NA,N,shrub,2,0.2,0.5,3
A63,1971,2024,Leucothoe davisiae,H,NA,N,shrub,2,0.2,0.5,3
A84,1973,2024,Leucothoe davisiae,H,NA,N,shrub,5,27,37.5,37.5
A82,1992,2024,Leucothoe davisiae,H,NA,N,shrub,2,0.2,0.5,3
A81,2004,2024,Leucothoe davisiae,H,NA,N,shrub,3,2,5.5,7
B49,2026,2024,Leucothoe davisiae,H,NA,N,shrub,3,6,5.5,7
A70,2027,2024,Leucothoe davisiae,H,NA,N,shrub,3,5,5.5,7
B82,2034,2024,Leucothoe davisiae,H,NA,N,shrub,5,31,37.5,37.5
A55,2038,2024,Leucothoe davisiae,H,NA,N,shrub,4,12,17.5,17.5
A64,2060,2024,Leucothoe davisiae,H,NA,N,shrub,3,7,5.5,7
B48,2072,2024,Leucothoe davisiae,H,NA,N,shrub,4,22,17.5,17.5
A94,2094,2024,Leucothoe davisiae,H,NA,N,shrub,3,10,5.5,7
A62,2135,2024,Leucothoe davisiae,H,NA,N,shrub,3,7,5.5,7
B32,2167,2024,Leucothoe davisiae,H,NA,N,shrub,2,1,0.5,3
B50,1753,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B70,1814,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
A90,1890,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B42,1890,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B56,1920,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B69,1920,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B57,1951,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B83,1996,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B22,2012,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B40,2012,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B68,2042,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B66,2195,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B31,2210,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B10,2225,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B08,2256,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA,5.5,7
B04,2316,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
B60,2316,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA,0.5,3
A88,1790,2024,Lonicera conjugialis,H,NA,N,shrub,2,3,0.5,3
A89,1809,2024,Lonicera conjugialis,H,NA,N,shrub,2,1,0.5,3
B42,1865,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A90,1876,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
B43,1885,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
B57,1907,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
B69,1925,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A85,1940,2024,Lonicera conjugialis,H,NA,N,shrub,2,1,0.5,3
A47,1950,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
B84,1963,2024,Lonicera conjugialis,H,NA,N,shrub,3,4,5.5,7
A63,1971,2024,Lonicera conjugialis,H,NA,N,shrub,3,9,5.5,7
B22,2005,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A70,2027,2024,Lonicera conjugialis,H,NA,N,shrub,3,2,5.5,7
B85,2032,2024,Lonicera conjugialis,H,NA,N,shrub,3,2,5.5,7
B82,2034,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A55,2038,2024,Lonicera conjugialis,H,NA,N,shrub,2,1,0.5,3
B40,2052,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A94,2094,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A62,2135,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A71,2142,2024,Lonicera conjugialis,H,NA,N,shrub,3,3,5.5,7
B04,2243,2024,Lonicera conjugialis,H,NA,N,herb,2,0.2,0.5,3
B07,2260,2024,Lonicera conjugialis,H,NA,N,shrub,1,0.2,0.2,1
B60,2283,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2,0.5,3
A53,1615,1969,Monardella odoratissima,I,NA,NA,herb,2,NA,0.5,3
A88,1783,1969,Monardella odoratissima,I,NA,NA,herb,2,NA,0.5,3
A89,1829,1969,Monardella odoratissima,I,NA,NA,herb,2,NA,0.5,3
B43,1859,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B76,1905,1969,Monardella odoratissima,I,NA,NA,herb,2,NA,0.5,3
A91,1905,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B57,1951,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B58,1951,1969,Monardella odoratissima,I,NA,NA,herb,4,NA,17.5,17.5
B24,1981,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B84,1996,1969,Monardella odoratissima,I,NA,NA,herb,2,NA,0.5,3
B22,2012,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B40,2012,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B37,2073,1969,Monardella odoratissima,I,NA,NA,herb,1,NA,0.2,1
B36,2103,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
C01,2118,1969,Monardella odoratissima,I,NA,NA,herb,2,NA,0.5,3
B39,2118,1969,Monardella odoratissima,I,NA,NA,herb,4,NA,17.5,17.5
B65,2134,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B66,2195,1969,Monardella odoratissima,I,NA,NA,herb,1,NA,0.2,1
A98,2210,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B31,2210,1969,Monardella odoratissima,I,NA,NA,herb,4,NA,17.5,17.5
B30,2234,1969,Monardella odoratissima,I,NA,NA,herb,5,NA,37.5,37.5
A97,2256,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B12,2362,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B05,2377,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
B61,2408,1969,Monardella odoratissima,I,NA,NA,herb,3,NA,5.5,7
A90,1876,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A91,1882,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B43,1885,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B57,1907,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A85,1940,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A63,1971,2024,Monardella odoratissima,I,NA,NA,herb,1,0.2,0.2,1
A81,2004,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B22,2005,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A38,2048,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B21,2059,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B58,2075,2024,Monardella odoratissima,I,NA,NA,herb,2,1,0.5,3
B37,2104,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B39,2138,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A80,2140,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B36,2153,2024,Monardella odoratissima,I,NA,NA,herb,2,1,0.5,3
B46,2183,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B81,2190,2024,Monardella odoratissima,I,NA,NA,herb,2,1,0.5,3
A59,2220,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B29,2232,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B30,2233,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B31,2251,2024,Monardella odoratissima,I,NA,NA,herb,3,8,5.5,7
B07,2260,2024,Monardella odoratissima,I,NA,NA,herb,1,0.2,0.2,1
A19,2263,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A41,2270,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A40,2285,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B06,2333,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
A74,2345,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B05,2347,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2,0.5,3
B12,2414,2024,Monardella odoratissima,I,NA,NA,herb,2,1,0.5,3
A88,1783,1969,Montia parvifolia,I,NA,NA,herb,2,NA,0.5,3
A35,1829,1969,Montia parvifolia,I,NA,NA,herb,2,NA,0.5,3
A89,1829,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
A92,1844,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
B43,1859,1969,Montia parvifolia,I,NA,NA,herb,2,NA,0.5,3
A90,1890,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
B42,1890,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
A91,1905,1969,Montia parvifolia,I,NA,NA,herb,2,NA,0.5,3
B57,1951,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
B58,1951,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
B59,1981,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
A93,1996,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
B65,2134,1969,Montia parvifolia,I,NA,NA,herb,2,NA,0.5,3
B19,2164,1969,Montia parvifolia,I,NA,NA,herb,2,NA,0.5,3
B66,2195,1969,Montia parvifolia,I,NA,NA,herb,1,NA,0.2,1
B10,2225,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
B60,2316,1969,Montia parvifolia,I,NA,NA,herb,3,NA,5.5,7
A01,1760,2024,Montia parvifolia,I,NA,NA,herb,2,1,0.5,3
A35,1797,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
B42,1865,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
A91,1882,2024,Montia parvifolia,I,NA,NA,herb,2,1,0.5,3
B83,1966,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
B85,2032,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
B58,2075,2024,Montia parvifolia,I,NA,NA,herb,1,0.2,0.2,1
B59,2107,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
B19,2140,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
B60,2283,2024,Montia parvifolia,I,NA,NA,herb,2,0.2,0.5,3
A88,1783,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A50,1798,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
A02,1829,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
A35,1829,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A89,1829,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A92,1844,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A90,1890,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A91,1905,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B52,1920,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B57,1951,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B58,1951,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A38,1966,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B59,1981,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A93,1996,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B40,2012,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B36,2103,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B20,2118,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B65,2134,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A62,2146,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
A80,2155,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
A79,2164,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
B33,2164,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B35,2164,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B19,2164,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B66,2195,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
A60,2219,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
A61,2225,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
A96,2225,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B10,2225,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
B29,2225,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A97,2256,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
A40,2256,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
A41,2256,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B17,2256,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
A73,2262,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
A69,2268,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B60,2316,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A74,2353,1969,Myriopteris gracillima,I,NA,N,herb,1,NA,0.2,1
B12,2362,1969,Myriopteris gracillima,I,NA,N,herb,2,NA,0.5,3
B61,2408,1969,Myriopteris gracillima,I,NA,N,herb,3,NA,5.5,7
A13,1550,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A53,1627,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A01,1760,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A26,1781,2024,Myriopteris gracillima,I,NA,N,herb,1,0.2,0.2,1
B27,1828,2024,Myriopteris gracillima,I,NA,N,herb,1,0.2,0.2,1
A02,1838,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A90,1876,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B25,1962,2024,Myriopteris gracillima,I,NA,N,herb,1,0.2,0.2,1
A81,2004,2024,Myriopteris gracillima,I,NA,N,herb,1,0.2,0.2,1
B85,2032,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A38,2048,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B40,2052,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A65,2107,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A79,2127,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B33,2139,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B19,2140,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A80,2140,2024,Myriopteris gracillima,I,NA,N,herb,2,1,0.5,3
B65,2142,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
A69,2172,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B35,2178,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B66,2181,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B10,2225,2024,Myriopteris gracillima,I,NA,N,herb,2,0.2,0.5,3
B04,2243,2024,Myriopteris gracillima,I,NA,N,herb,2,1,0.5,3
